DISTRICT,DT_CEN_CD,ST_CEN_CD,ST_NM,date,mean
Sonitpur,11,18,Assam,2001-07-01,1.43E-04
Sibsagar,16,18,Assam,2001-07-01,1.30E-04
Tinsukia,14,18,Assam,2001-07-01,1.34E-04
Jorhat,17,18,Assam,2001-07-01,1.21E-04
Karimganj,22,18,Assam,2001-07-01,3.02E-04
Kokrajhar,1,18,Assam,2001-07-01,2.23E-04
Lakhimpur,12,18,Assam,2001-07-01,1.38E-04
Nagaon,10,18,Assam,2001-07-01,1.63E-04
Marigaon,9,18,Assam,2001-07-01,1.75E-04
Nalbari,7,18,Assam,2001-07-01,1.84E-04
North Cachar Hills,20,18,Assam,2001-07-01,2.10E-04
Hugli,12,19,West Bengal,2001-07-01,1.15E-04
Barddhaman,9,19,West Bengal,2001-07-01,1.09E-04
Birbhum,8,19,West Bengal,2001-07-01,1.06E-04
Bankura,13,19,West Bengal,2001-07-01,1.01E-04
Dakshin Dinajpur,5,19,West Bengal,2001-07-01,1.56E-04
Darjiling,1,19,West Bengal,2001-07-01,2.12E-04
Haora,16,19,West Bengal,2001-07-01,1.24E-04
South  Twenty Four Parganas,18,19,West Bengal,2001-07-01,1.47E-04
Uttar Dinajpur,4,19,West Bengal,2001-07-01,1.82E-04
Jalpaiguri,2,19,West Bengal,2001-07-01,2.56E-04
Koch Bihar,3,19,West Bengal,2001-07-01,2.70E-04
Murshidabad,7,19,West Bengal,2001-07-01,1.19E-04
Puruliya,14,19,West Bengal,2001-07-01,1.09E-04
Kolkata,17,19,West Bengal,2001-07-01,1.32E-04
Maldah,6,19,West Bengal,2001-07-01,1.30E-04
Nadia,10,19,West Bengal,2001-07-01,1.25E-04
North Twenty Four Parganas,11,19,West Bengal,2001-07-01,1.43E-04
Medinipur,15,19,West Bengal,2001-07-01,1.08E-04
Bokaro,13,20,Jharkhand,2001-07-01,1.05E-04
Deoghar,7,20,Jharkhand,2001-07-01,1.02E-04
Dhanbad,12,20,Jharkhand,2001-07-01,1.07E-04
Dumka,11,20,Jharkhand,2001-07-01,1.03E-04
Giridih,6,20,Jharkhand,2001-07-01,1.06E-04
Godda,8,20,Jharkhand,2001-07-01,1.08E-04
Gumla,16,20,Jharkhand,2001-07-01,1.09E-04
Ranchi,14,20,Jharkhand,2001-07-01,1.08E-04
Sahibganj,9,20,Jharkhand,2001-07-01,1.18E-04
Garhwa,1,20,Jharkhand,2001-07-01,9.37E-05
Palamu,2,20,Jharkhand,2001-07-01,9.66E-05
Chatra,3,20,Jharkhand,2001-07-01,1.02E-04
Hazaribagh,4,20,Jharkhand,2001-07-01,1.03E-04
Kodarma,5,20,Jharkhand,2001-07-01,1.07E-04
Purbi Singhbhum,18,20,Jharkhand,2001-07-01,1.14E-04
Lohardaga,15,20,Jharkhand,2001-07-01,1.02E-04
Pakaur,10,20,Jharkhand,2001-07-01,1.08E-04
Pashchimi Singhbhum,17,20,Jharkhand,2001-07-01,1.11E-04
Anugul,15,21,Orissa,2001-07-01,1.06E-04
Bhadrak,9,21,Orissa,2001-07-01,1.19E-04
Baudh,22,21,Orissa,2001-07-01,1.12E-04
Balangir,24,21,Orissa,2001-07-01,1.10E-04
Baleshwar,8,21,Orissa,2001-07-01,1.21E-04
Bargarh,1,21,Orissa,2001-07-01,1.18E-04
Kendrapara,10,21,Orissa,2001-07-01,1.28E-04
Kendujhar,6,21,Orissa,2001-07-01,9.79E-05
Debagarh,4,21,Orissa,2001-07-01,1.12E-04
Cuttack,12,21,Orissa,2001-07-01,1.07E-04
Dhenkanal,14,21,Orissa,2001-07-01,9.93E-05
Kalahandi,26,21,Orissa,2001-07-01,1.09E-04
Ganjam,19,21,Orissa,2001-07-01,1.04E-04
Gajapati,20,21,Orissa,2001-07-01,9.26E-05
Rayagada,27,21,Orissa,2001-07-01,9.44E-05
Sundargarh,5,21,Orissa,2001-07-01,1.16E-04
Sonapur,23,21,Orissa,2001-07-01,1.18E-04
Jajapur,13,21,Orissa,2001-07-01,1.09E-04
Jagatsinghapur,11,21,Orissa,2001-07-01,1.29E-04
Jharsuguda,2,21,Orissa,2001-07-01,1.26E-04
Khordha,17,21,Orissa,2001-07-01,1.07E-04
Mayurbhanj,7,21,Orissa,2001-07-01,1.06E-04
Puri,18,21,Orissa,2001-07-01,1.25E-04
Koraput,29,21,Orissa,2001-07-01,1.33E-04
Malkangiri,30,21,Orissa,2001-07-01,1.29E-04
Nabarangapur,28,21,Orissa,2001-07-01,1.24E-04
Nayagarh,16,21,Orissa,2001-07-01,9.90E-05
Nuapada,25,21,Orissa,2001-07-01,1.14E-04
Kandhamal,21,21,Orissa,2001-07-01,1.03E-04
Sambalpur,3,21,Orissa,2001-07-01,1.25E-04
Bastar,15,22,Chhattisgarh,2001-07-01,1.26E-04
Dantewada,16,22,Chhattisgarh,2001-07-01,1.28E-04
Dhamtari,13,22,Chhattisgarh,2001-07-01,1.12E-04
Durg,10,22,Chhattisgarh,2001-07-01,1.00E-04
Kanker,14,22,Chhattisgarh,2001-07-01,1.17E-04
Surguja,2,22,Chhattisgarh,2001-07-01,1.07E-04
Bilaspur,7,22,Chhattisgarh,2001-07-01,1.01E-04
Janjgir - Champa,6,22,Chhattisgarh,2001-07-01,1.15E-04
Korba,5,22,Chhattisgarh,2001-07-01,1.12E-04
Kawardha,8,22,Chhattisgarh,2001-07-01,9.98E-05
Jashpur,3,22,Chhattisgarh,2001-07-01,1.24E-04
Koriya,1,22,Chhattisgarh,2001-07-01,9.01E-05
Mahasamund,12,22,Chhattisgarh,2001-07-01,1.11E-04
Raigarh,4,22,Chhattisgarh,2001-07-01,1.30E-04
Raipur,11,22,Chhattisgarh,2001-07-01,1.08E-04
Rajnandgaon,9,22,Chhattisgarh,2001-07-01,1.06E-04
Hoshangabad,37,23,Madhya Pradesh,2001-07-01,1.11E-04
Indore,26,23,Madhya Pradesh,2001-07-01,9.70E-05
Bhind,3,23,Madhya Pradesh,2001-07-01,5.00E-05
Bhopal,32,23,Madhya Pradesh,2001-07-01,1.14E-04
Barwani,28,23,Madhya Pradesh,2001-07-01,8.49E-05
Betul,35,23,Madhya Pradesh,2001-07-01,9.96E-05
Balaghat,45,23,Madhya Pradesh,2001-07-01,1.17E-04
Chhatarpur,9,23,Madhya Pradesh,2001-07-01,7.89E-05
Chhindwara,43,23,Madhya Pradesh,2001-07-01,9.74E-05
Dewas,23,23,Madhya Pradesh,2001-07-01,9.83E-05
Katni,38,23,Madhya Pradesh,2001-07-01,1.02E-04
Datia,5,23,Madhya Pradesh,2001-07-01,6.81E-05
Damoh,12,23,Madhya Pradesh,2001-07-01,9.18E-05
Dhar,25,23,Madhya Pradesh,2001-07-01,8.92E-05
East Nimar,29,23,Madhya Pradesh,2001-07-01,8.55E-05
Guna,7,23,Madhya Pradesh,2001-07-01,1.08E-04
Gwalior,4,23,Madhya Pradesh,2001-07-01,7.08E-05
Harda,36,23,Madhya Pradesh,2001-07-01,1.03E-04
Shajapur,22,23,Madhya Pradesh,2001-07-01,9.81E-05
Shivpuri,6,23,Madhya Pradesh,2001-07-01,1.00E-04
Ratlam,20,23,Madhya Pradesh,2001-07-01,1.10E-04
Rewa,14,23,Madhya Pradesh,2001-07-01,7.92E-05
Sagar,11,23,Madhya Pradesh,2001-07-01,9.71E-05
Sidhi,17,23,Madhya Pradesh,2001-07-01,8.50E-05
Ujjain,21,23,Madhya Pradesh,2001-07-01,1.00E-04
Vidisha,31,23,Madhya Pradesh,2001-07-01,1.11E-04
West Nimar,27,23,Madhya Pradesh,2001-07-01,8.54E-05
Morena,2,23,Madhya Pradesh,2001-07-01,6.39E-05
Sheopur,1,23,Madhya Pradesh,2001-07-01,1.01E-04
Dindori,41,23,Madhya Pradesh,2001-07-01,9.52E-05
Mandla,42,23,Madhya Pradesh,2001-07-01,1.12E-04
Shahdol,16,23,Madhya Pradesh,2001-07-01,8.81E-05
Umaria,15,23,Madhya Pradesh,2001-07-01,9.39E-05
Jabalpur,39,23,Madhya Pradesh,2001-07-01,9.96E-05
Jhabua,24,23,Madhya Pradesh,2001-07-01,9.61E-05
Mandsaur,19,23,Madhya Pradesh,2001-07-01,1.10E-04
Tikamgarh,8,23,Madhya Pradesh,2001-07-01,8.08E-05
Narsimhapur,40,23,Madhya Pradesh,2001-07-01,9.47E-05
Neemuch,18,23,Madhya Pradesh,2001-07-01,1.12E-04
Panna,10,23,Madhya Pradesh,2001-07-01,8.89E-05
Raisen,34,23,Madhya Pradesh,2001-07-01,1.09E-04
Rajgarh,30,23,Madhya Pradesh,2001-07-01,9.23E-05
Satna,13,23,Madhya Pradesh,2001-07-01,8.56E-05
Sehore,33,23,Madhya Pradesh,2001-07-01,1.10E-04
Seoni,44,23,Madhya Pradesh,2001-07-01,1.05E-04
Anand,15,24,Gujarat,2001-07-01,1.24E-04
Ahmadabad,7,24,Gujarat,2001-07-01,1.04E-04
Amreli,13,24,Gujarat,2001-07-01,1.11E-04
Bhavnagar,14,24,Gujarat,2001-07-01,1.01E-04
Banas Kantha,2,24,Gujarat,2001-07-01,8.43E-05
Dohad,18,24,Gujarat,2001-07-01,1.06E-04
Junagadh,12,24,Gujarat,2001-07-01,1.22E-04
Kachchh,1,24,Gujarat,2001-07-01,5.61E-05
Gandhinagar,6,24,Gujarat,2001-07-01,1.08E-04
Sabar Kantha,5,24,Gujarat,2001-07-01,1.05E-04
Surendranagar,8,24,Gujarat,2001-07-01,8.78E-05
The Dangs,23,24,Gujarat,2001-07-01,1.86E-04
Vadodara,19,24,Gujarat,2001-07-01,1.23E-04
Valsad,25,24,Gujarat,2001-07-01,1.89E-04
Bharuch,21,24,Gujarat,2001-07-01,1.23E-04
Surat,22,24,Gujarat,2001-07-01,1.81E-04
Jamnagar,10,24,Gujarat,2001-07-01,8.93E-05
Kheda,16,24,Gujarat,2001-07-01,1.25E-04
Mahesana,4,24,Gujarat,2001-07-01,9.83E-05
Narmada,20,24,Gujarat,2001-07-01,1.49E-04
Navsari,24,24,Gujarat,2001-07-01,1.80E-04
Panch Mahals,17,24,Gujarat,2001-07-01,1.17E-04
Patan,3,24,Gujarat,2001-07-01,8.86E-05
Porbandar,11,24,Gujarat,2001-07-01,1.08E-04
Rajkot,9,24,Gujarat,2001-07-01,9.45E-05
Daman,2,25,Daman & Diu,2001-07-01,1.84E-04
Diu,1,25,Daman & Diu,2001-07-01,1.62E-04
Hingoli,16,27,Maharashtra,2001-07-01,7.12E-05
Aurangabad,19,27,Maharashtra,2001-07-01,6.52E-05
Ahmadnagar,26,27,Maharashtra,2001-07-01,6.02E-05
Akola,5,27,Maharashtra,2001-07-01,7.49E-05
Amravati,7,27,Maharashtra,2001-07-01,8.55E-05
Bid,27,27,Maharashtra,2001-07-01,5.71E-05
Bhandara,10,27,Maharashtra,2001-07-01,1.12E-04
Buldana,4,27,Maharashtra,2001-07-01,6.45E-05
Chandrapur,13,27,Maharashtra,2001-07-01,1.13E-04
Dhule,2,27,Maharashtra,2001-07-01,1.14E-04
Gadchiroli,12,27,Maharashtra,2001-07-01,1.23E-04
Gondiya,11,27,Maharashtra,2001-07-01,1.16E-04
Ratnagiri,32,27,Maharashtra,2001-07-01,2.58E-04
Raigarh,24,27,Maharashtra,2001-07-01,2.18E-04
Thane,21,27,Maharashtra,2001-07-01,2.09E-04
Solapur,30,27,Maharashtra,2001-07-01,4.99E-05
Sindhudurg,33,27,Maharashtra,2001-07-01,2.95E-04
Wardha,8,27,Maharashtra,2001-07-01,9.20E-05
Washim,6,27,Maharashtra,2001-07-01,7.85E-05
Yavatmal,14,27,Maharashtra,2001-07-01,9.72E-05
Jalgaon,3,27,Maharashtra,2001-07-01,7.42E-05
Jalna,18,27,Maharashtra,2001-07-01,6.33E-05
Kolhapur,34,27,Maharashtra,2001-07-01,1.79E-04
Latur,28,27,Maharashtra,2001-07-01,7.50E-05
Pune,25,27,Maharashtra,2001-07-01,9.57E-05
Nagpur,9,27,Maharashtra,2001-07-01,9.83E-05
Mumbai,23,27,Maharashtra,2001-07-01,2.50E-04
Mumbai (Suburban),22,27,Maharashtra,2001-07-01,2.39E-04
Nanded,15,27,Maharashtra,2001-07-01,9.84E-05
Nandurbar,1,27,Maharashtra,2001-07-01,1.39E-04
Nashik,20,27,Maharashtra,2001-07-01,1.20E-04
Osmanabad,29,27,Maharashtra,2001-07-01,5.78E-05
Parbhani,17,27,Maharashtra,2001-07-01,7.48E-05
Sangli,35,27,Maharashtra,2001-07-01,7.68E-05
Satara,31,27,Maharashtra,2001-07-01,1.15E-04
Hyderabad,5,28,Andhra Pradesh,2001-07-01,7.33E-05
Anantapur,22,28,Andhra Pradesh,2001-07-01,1.61E-05
Adilabad,1,28,Andhra Pradesh,2001-07-01,1.17E-04
Chittoor,23,28,Andhra Pradesh,2001-07-01,2.38E-05
Cuddapah,20,28,Andhra Pradesh,2001-07-01,2.54E-05
East Godavari,14,28,Andhra Pradesh,2001-07-01,9.08E-05
Karimnagar,3,28,Andhra Pradesh,2001-07-01,1.12E-04
Guntur,17,28,Andhra Pradesh,2001-07-01,5.22E-05
Rangareddi,6,28,Andhra Pradesh,2001-07-01,6.86E-05
Srikakulam,11,28,Andhra Pradesh,2001-07-01,9.33E-05
West Godavari,15,28,Andhra Pradesh,2001-07-01,9.75E-05
Visakhapatnam,13,28,Andhra Pradesh,2001-07-01,9.46E-05
Vizianagaram,12,28,Andhra Pradesh,2001-07-01,9.12E-05
Warangal,9,28,Andhra Pradesh,2001-07-01,1.01E-04
Khammam,10,28,Andhra Pradesh,2001-07-01,1.07E-04
Medak,4,28,Andhra Pradesh,2001-07-01,8.89E-05
Krishna,16,28,Andhra Pradesh,2001-07-01,7.72E-05
Kurnool,21,28,Andhra Pradesh,2001-07-01,3.23E-05
Mahbubnagar,7,28,Andhra Pradesh,2001-07-01,5.32E-05
Nalgonda,8,28,Andhra Pradesh,2001-07-01,6.43E-05
Nellore,19,28,Andhra Pradesh,2001-07-01,2.72E-05
Nizamabad,2,28,Andhra Pradesh,2001-07-01,1.15E-04
Prakasam,18,28,Andhra Pradesh,2001-07-01,3.77E-05
Hassan,23,29,Karnataka,2001-07-01,9.54E-05
Haveri,11,29,Karnataka,2001-07-01,8.24E-05
Bagalkot,2,29,Karnataka,2001-07-01,3.33E-05
Bangalore,20,29,Karnataka,2001-07-01,2.21E-05
Bidar,5,29,Karnataka,2001-07-01,7.13E-05
Bijapur,3,29,Karnataka,2001-07-01,3.09E-05
Belgaum,1,29,Karnataka,2001-07-01,9.37E-05
Bellary,12,29,Karnataka,2001-07-01,2.02E-05
Bangalore Rural,21,29,Karnataka,2001-07-01,2.17E-05
Chamarajanagar,27,29,Karnataka,2001-07-01,3.73E-05
Chikmagalur,17,29,Karnataka,2001-07-01,1.16E-04
Chitradurga,13,29,Karnataka,2001-07-01,2.28E-05
Dakshina Kannada,24,29,Karnataka,2001-07-01,2.67E-04
Davanagere,14,29,Karnataka,2001-07-01,4.24E-05
Dharwad,9,29,Karnataka,2001-07-01,7.74E-05
Gulbarga,4,29,Karnataka,2001-07-01,4.61E-05
Gadag,8,29,Karnataka,2001-07-01,3.64E-05
Shimoga,15,29,Karnataka,2001-07-01,1.52E-04
Tumkur,18,29,Karnataka,2001-07-01,2.28E-05
Udupi,16,29,Karnataka,2001-07-01,3.05E-04
Uttara Kannada,10,29,Karnataka,2001-07-01,2.15E-04
Kodagu,25,29,Karnataka,2001-07-01,2.35E-04
Kolar,19,29,Karnataka,2001-07-01,1.79E-05
Mandya,22,29,Karnataka,2001-07-01,4.04E-05
Koppal,7,29,Karnataka,2001-07-01,2.17E-05
Mysore,26,29,Karnataka,2001-07-01,1.05E-04
Raichur,6,29,Karnataka,2001-07-01,2.87E-05
South Goa,2,30,Goa,2001-07-01,2.77E-04
North Goa,1,30,Goa,2001-07-01,2.78E-04
Idukki,9,32,Kerala,2001-07-01,1.22E-04
Alappuzha,11,32,Kerala,2001-07-01,1.23E-04
Kasaragod,1,32,Kerala,2001-07-01,2.83E-04
Kannur,2,32,Kerala,2001-07-01,2.72E-04
Ernakulam,8,32,Kerala,2001-07-01,1.79E-04
Thrissur,7,32,Kerala,2001-07-01,2.15E-04
Thiruvananthapuram,14,32,Kerala,2001-07-01,8.07E-05
Wayanad,3,32,Kerala,2001-07-01,2.01E-04
Kollam,13,32,Kerala,2001-07-01,1.23E-04
Kottayam,10,32,Kerala,2001-07-01,1.65E-04
Kozhikode,4,32,Kerala,2001-07-01,2.93E-04
Malappuram,5,32,Kerala,2001-07-01,2.06E-04
Palakkad,6,32,Kerala,2001-07-01,1.61E-04
Pathanamthitta,12,32,Kerala,2001-07-01,1.37E-04
Ariyalur,17,33,Tamil Nadu,2001-07-01,2.22E-05
Coimbatore,12,33,Tamil Nadu,2001-07-01,6.79E-05
Cuddalore,18,33,Tamil Nadu,2001-07-01,2.09E-05
Dharmapuri,5,33,Tamil Nadu,2001-07-01,2.01E-05
Dindigul,13,33,Tamil Nadu,2001-07-01,3.57E-05
Erode,10,33,Tamil Nadu,2001-07-01,2.79E-05
Sivaganga,23,33,Tamil Nadu,2001-07-01,2.06E-05
Tiruchirappalli,15,33,Tamil Nadu,2001-07-01,2.19E-05
Tirunelveli,29,33,Tamil Nadu,2001-07-01,3.79E-05
Tiruvannamalai,6,33,Tamil Nadu,2001-07-01,2.09E-05
Thoothukkudi,28,33,Tamil Nadu,2001-07-01,2.14E-05
Theni,25,33,Tamil Nadu,2001-07-01,6.28E-05
Vellore,4,33,Tamil Nadu,2001-07-01,2.05E-05
Viluppuram,7,33,Tamil Nadu,2001-07-01,2.14E-05
Virudhunagar,26,33,Tamil Nadu,2001-07-01,3.13E-05
Chennai,2,33,Tamil Nadu,2001-07-01,2.44E-05
Kancheepuram,3,33,Tamil Nadu,2001-07-01,2.36E-05
Thiruvallur,1,33,Tamil Nadu,2001-07-01,2.60E-05
Thanjavur,21,33,Tamil Nadu,2001-07-01,2.69E-05
Thiruvarur,20,33,Tamil Nadu,2001-07-01,2.33E-05
Nagapattinam,19,33,Tamil Nadu,2001-07-01,2.00E-05
Kanniyakumari,30,33,Tamil Nadu,2001-07-01,3.88E-05
Karur,14,33,Tamil Nadu,2001-07-01,2.56E-05
Madurai,24,33,Tamil Nadu,2001-07-01,3.11E-05
Namakkal,9,33,Tamil Nadu,2001-07-01,2.37E-05
The Nilgiris,11,33,Tamil Nadu,2001-07-01,9.10E-05
Perambalur,16,33,Tamil Nadu,2001-07-01,1.95E-05
Pudukkottai,22,33,Tamil Nadu,2001-07-01,2.84E-05
Ramanathapuram,27,33,Tamil Nadu,2001-07-01,1.22E-05
Salem,8,33,Tamil Nadu,2001-07-01,2.08E-05
Yanam,1,34,Puducherry,2001-07-01,7.74E-05
Karaikal,4,34,Puducherry,2001-07-01,1.85E-05
Mahe,3,34,Puducherry,2001-07-01,2.86E-04
Pondicherry,2,34,Puducherry,2001-07-01,2.04E-05
Nicobars,2,35,Andaman & Nicobar Island,2001-07-01,8.02E-05
Andamans,1,35,Andaman & Nicobar Island,2001-07-01,1.85E-04
Chandigarh,1,4,Chandigarh,2001-08-01,1.41E-04
Dadra & Nagar Haveli,1,26,Dadara & Nagar Havelli,2001-08-01,2.30E-04
Lakshadweep,1,31,Lakshadweep,2001-08-01,2.97E-05
Data Not Available,99,99,Jammu and Kashmir,2001-08-01,2.10E-05
Anantnag,6,1,Jammu and Kashmir,2001-08-01,7.82E-05
Badgam,4,1,Jammu and Kashmir,2001-08-01,7.78E-05
Baramula,2,1,Jammu and Kashmir,2001-08-01,4.90E-05
Doda,9,1,Jammu and Kashmir,2001-08-01,7.09E-05
Srinagar,3,1,Jammu and Kashmir,2001-08-01,4.67E-05
Udhampur,10,1,Jammu and Kashmir,2001-08-01,1.14E-04
Jammu,13,1,Jammu and Kashmir,2001-08-01,1.10E-04
Kargil,8,1,Jammu and Kashmir,2001-08-01,2.92E-05
Kathua,14,1,Jammu and Kashmir,2001-08-01,1.11E-04
Leh (Ladakh),7,1,Jammu and Kashmir,2001-08-01,9.86E-06
Kupwara,1,1,Jammu and Kashmir,2001-08-01,4.68E-05
Punch,11,1,Jammu and Kashmir,2001-08-01,9.93E-05
Pulwama,5,1,Jammu and Kashmir,2001-08-01,7.70E-05
Rajauri,12,1,Jammu and Kashmir,2001-08-01,1.21E-04
Bilaspur,8,2,Himachal Pradesh,2001-08-01,1.21E-04
Chamba,1,2,Himachal Pradesh,2001-08-01,7.77E-05
Hamirpur,6,2,Himachal Pradesh,2001-08-01,1.21E-04
Shimla,11,2,Himachal Pradesh,2001-08-01,1.13E-04
Sirmaur,10,2,Himachal Pradesh,2001-08-01,1.44E-04
Solan,9,2,Himachal Pradesh,2001-08-01,1.30E-04
Una,7,2,Himachal Pradesh,2001-08-01,1.28E-04
Kangra,2,2,Himachal Pradesh,2001-08-01,1.11E-04
Kinnaur,12,2,Himachal Pradesh,2001-08-01,6.98E-05
Lahul & Spiti,3,2,Himachal Pradesh,2001-08-01,4.32E-05
Kullu,4,2,Himachal Pradesh,2001-08-01,8.01E-05
Mandi,5,2,Himachal Pradesh,2001-08-01,1.12E-04
Hoshiarpur,5,3,Punjab,2001-08-01,1.33E-04
Amritsar,2,3,Punjab,2001-08-01,1.06E-04
Firozpur,11,3,Punjab,2001-08-01,6.14E-05
Bathinda,14,3,Punjab,2001-08-01,6.23E-05
Gurdaspur,1,3,Punjab,2001-08-01,1.26E-04
Faridkot,13,3,Punjab,2001-08-01,6.42E-05
Fatehgarh Sahib,8,3,Punjab,2001-08-01,1.25E-04
Rupnagar,7,3,Punjab,2001-08-01,1.33E-04
Jalandhar,4,3,Punjab,2001-08-01,1.15E-04
Kapurthala,3,3,Punjab,2001-08-01,1.16E-04
Ludhiana,9,3,Punjab,2001-08-01,1.14E-04
Mansa,15,3,Punjab,2001-08-01,6.32E-05
Moga,10,3,Punjab,2001-08-01,8.77E-05
Muktsar,12,3,Punjab,2001-08-01,4.97E-05
Nawanshahr,6,3,Punjab,2001-08-01,1.23E-04
Patiala,17,3,Punjab,2001-08-01,1.14E-04
Sangrur,16,3,Punjab,2001-08-01,8.68E-05
Hardwar,13,5,Uttarakhand,2001-08-01,1.39E-04
Bageshwar,8,5,Uttarakhand,2001-08-01,1.07E-04
Almora,9,5,Uttarakhand,2001-08-01,1.24E-04
Chamoli,2,5,Uttarakhand,2001-08-01,9.67E-05
Champawat,10,5,Uttarakhand,2001-08-01,1.58E-04
Dehradun,5,5,Uttarakhand,2001-08-01,1.51E-04
Garhwal,6,5,Uttarakhand,2001-08-01,1.36E-04
Rudraprayag,3,5,Uttarakhand,2001-08-01,1.13E-04
Tehri Garhwal,4,5,Uttarakhand,2001-08-01,1.33E-04
Udham Singh Nagar,12,5,Uttarakhand,2001-08-01,1.32E-04
Uttarkashi,1,5,Uttarakhand,2001-08-01,9.82E-05
Nainital,11,5,Uttarakhand,2001-08-01,1.30E-04
Pithoragarh,7,5,Uttarakhand,2001-08-01,9.59E-05
Hisar,12,6,Haryana,2001-08-01,4.84E-05
Ambala,2,6,Haryana,2001-08-01,1.45E-04
Gurgaon,18,6,Haryana,2001-08-01,9.83E-05
Faridabad,19,6,Haryana,2001-08-01,1.03E-04
Fatehabad,10,6,Haryana,2001-08-01,5.49E-05
Rohtak,14,6,Haryana,2001-08-01,9.08E-05
Sirsa,11,6,Haryana,2001-08-01,4.54E-05
Sonipat,8,6,Haryana,2001-08-01,8.01E-05
Yamunanagar,3,6,Haryana,2001-08-01,1.63E-04
Jhajjar,15,6,Haryana,2001-08-01,9.92E-05
Mahendragarh,16,6,Haryana,2001-08-01,8.41E-05
Rewari,17,6,Haryana,2001-08-01,9.41E-05
Bhiwani,13,6,Haryana,2001-08-01,7.71E-05
Jind,9,6,Haryana,2001-08-01,5.19E-05
Kaithal,5,6,Haryana,2001-08-01,7.19E-05
Karnal,6,6,Haryana,2001-08-01,8.38E-05
Kurukshetra,4,6,Haryana,2001-08-01,1.22E-04
Panchkula,1,6,Haryana,2001-08-01,1.43E-04
Panipat,7,6,Haryana,2001-08-01,7.42E-05
Central,6,7,Delhi  & NCR,2001-08-01,1.08E-04
East,4,7,Delhi  & NCR,2001-08-01,1.16E-04
New Delhi,5,7,Delhi  & NCR,2001-08-01,1.08E-04
North,2,7,Delhi  & NCR,2001-08-01,1.09E-04
North East,3,7,Delhi  & NCR,2001-08-01,1.15E-04
North West,1,7,Delhi  & NCR,2001-08-01,1.13E-04
South,9,7,Delhi  & NCR,2001-08-01,1.06E-04
South West,8,7,Delhi  & NCR,2001-08-01,1.07E-04
West,7,7,Delhi  & NCR,2001-08-01,1.07E-04
Ajmer,21,8,Rajasthan,2001-08-01,5.96E-05
Banswara,28,8,Rajasthan,2001-08-01,9.36E-05
Barmer,17,8,Rajasthan,2001-08-01,2.91E-05
Bhilwara,24,8,Rajasthan,2001-08-01,6.35E-05
Bikaner,3,8,Rajasthan,2001-08-01,2.54E-05
Bharatpur,7,8,Rajasthan,2001-08-01,9.87E-05
Bundi,23,8,Rajasthan,2001-08-01,7.97E-05
Chittaurgarh,29,8,Rajasthan,2001-08-01,7.22E-05
Churu,4,8,Rajasthan,2001-08-01,3.63E-05
Dausa,11,8,Rajasthan,2001-08-01,9.16E-05
Dhaulpur,8,8,Rajasthan,2001-08-01,1.06E-04
Dungarpur,27,8,Rajasthan,2001-08-01,1.01E-04
Karauli,9,8,Rajasthan,2001-08-01,9.95E-05
Sirohi,19,8,Rajasthan,2001-08-01,8.04E-05
Tonk,22,8,Rajasthan,2001-08-01,7.73E-05
Sikar,13,8,Rajasthan,2001-08-01,5.77E-05
Alwar,6,8,Rajasthan,2001-08-01,8.46E-05
Udaipur,26,8,Rajasthan,2001-08-01,7.86E-05
Ganganagar,1,8,Rajasthan,2001-08-01,3.62E-05
Hanumangarh,2,8,Rajasthan,2001-08-01,3.68E-05
Baran,31,8,Rajasthan,2001-08-01,9.88E-05
Jaipur,12,8,Rajasthan,2001-08-01,7.63E-05
Jaisalmer,16,8,Rajasthan,2001-08-01,1.62E-05
Jalor,18,8,Rajasthan,2001-08-01,5.45E-05
Jhalawar,32,8,Rajasthan,2001-08-01,8.48E-05
Jhunjhunun,5,8,Rajasthan,2001-08-01,6.48E-05
Jodhpur,15,8,Rajasthan,2001-08-01,2.92E-05
Kota,30,8,Rajasthan,2001-08-01,8.57E-05
Nagaur,14,8,Rajasthan,2001-08-01,3.96E-05
Pali,20,8,Rajasthan,2001-08-01,5.35E-05
Rajsamand,25,8,Rajasthan,2001-08-01,6.00E-05
Sawai Madhopur,10,8,Rajasthan,2001-08-01,9.33E-05
Hathras,13,9,Uttar Pradesh,2001-08-01,9.89E-05
Auraiya,32,9,Uttar Pradesh,2001-08-01,1.07E-04
Azamgarh,61,9,Uttar Pradesh,2001-08-01,1.33E-04
Budaun,19,9,Uttar Pradesh,2001-08-01,9.84E-05
Agra,15,9,Uttar Pradesh,2001-08-01,9.63E-05
Aligarh,12,9,Uttar Pradesh,2001-08-01,1.04E-04
Allahabad,45,9,Uttar Pradesh,2001-08-01,1.56E-04
Ambedkar Nagar,48,9,Uttar Pradesh,2001-08-01,1.50E-04
Bareilly,20,9,Uttar Pradesh,2001-08-01,1.05E-04
Bijnor,3,9,Uttar Pradesh,2001-08-01,1.25E-04
Basti,55,9,Uttar Pradesh,2001-08-01,1.63E-04
Baghpat,8,9,Uttar Pradesh,2001-08-01,1.09E-04
Bahraich,50,9,Uttar Pradesh,2001-08-01,1.66E-04
Ballia,63,9,Uttar Pradesh,2001-08-01,1.14E-04
Balrampur,52,9,Uttar Pradesh,2001-08-01,1.48E-04
Banda,40,9,Uttar Pradesh,2001-08-01,1.63E-04
Barabanki,46,9,Uttar Pradesh,2001-08-01,1.49E-04
